x,swabID,surno,year,PITtag,Nruns,useCorrected,Zoospores,Site_name,date_collected,Julian,SVL,sex,Weight,water_temp
648,CBS590,5,2005,62602792,4,0,8.807658,MonoPass,8/8/05,38572,55.6,M,19,NA
751,CBS693,5,2005,62602792,3,1,0.133295585,MonoPass,9/25/05,38620,56.6,M,19.5,10
1044,CBS6101,8,2006,62602792,3,0,6.639501333,MonoPass,8/20/06,38949,57.7,M,22,NA
420,CBS349,3,2004,62603032,3,0,0,MonoPass,9/12/04,38242,58.9,F,18.5,NA
736,CBS678,5,2005,62603032,3,0,0,MonoPass,9/25/05,38620,63.9,F,27,9
804,CBS736,6,2005,62603032,3,1,4.623086723,MonoPass,10/2/05,38627,62.2,F,27,8
918,CBS6003A,7,2006,62603032,3,0,4.457522667,MonoPass,6/19/06,38887,59,F,25.5,14
919,CBS6003B,7,2006,62603032,3,0,7.251378667,MonoPass,6/19/06,38887,59,F,25.5,14
1630,CBS7224,12,2007,62603032,1,0,27.7556,MonoPass,9/28/07,39353,64.7,F,NA,10
1814,CBS8094,13,2008,62603032,1,0,135.248,MonoPass,7/8/08,39637,58,F,27,20.5
2010,MTS8001,15,2008,62603032,1,0,188.272,MonoPass,10/8/08,39729,65,F,34,9
429,CBS358,3,2004,62603588,3,0,14.06113867,MonoPass,9/12/04,38242,49,M,16,NA
701,CBS643,5,2005,62603588,3,0,0,MonoPass,9/4/05,38599,56.1,M,18,NA
1064,CBS6121,8,2006,62603588,3,0,0,MonoPass,8/20/06,38949,59.2,M,23,NA
1065,CBS6122,8,2006,62603588,3,0,17.55348693,MonoPass,8/20/06,38949,59.2,M,23,NA
1087,CBS6144,8,2006,62603588,3,0,46.37525333,MonoPass,8/21/06,38950,53.6,M,21,NA
438,CBS367,3,2004,62603636,3,0,12.953624,MonoPass,9/12/04,38242,52.8,M,16,NA
693,CBS635,5,2005,62603636,3,0,6.053485333,MonoPass,9/4/05,38599,53.5,M,21,NA
760,CBS702,5,2005,62603636,3,1,4.47142623,MonoPass,9/25/05,38620,53.4,M,19,10
1070,CBS6127,8,2006,62603636,3,0,246.0234667,MonoPass,8/20/06,38949,57.7,M,23,NA
1291,CBS6279,9,2006,62603636,3,0,7.819581333,MonoPass,9/22/06,38982,58,M,23,10.5
753,CBS695,5,2005,62606273,3,0,10.88330933,MonoPass,9/25/05,38620,57,M,21,10
854,CBS786,6,2005,62606273,3,0,0,MonoPass,10/2/05,38627,50,M,20,8
1254,CBS6242,9,2006,62606273,4,0,0.98232378,MonoPass,9/22/06,38982,68.2,M,29,10.5
750,CBS692,5,2005,62606893,2,0,56.48692,MonoPass,9/25/05,38620,62.7,F,25,10
1629,CBS7223,12,2007,62606893,1,0,39.93088,MonoPass,9/28/07,39353,65,F,NA,10
761,CBS703,5,2005,62607603,1,0,132.4976,MonoPass,9/25/05,38620,56,M,18,10
2020,MTS8011,15,2008,62607603,1,0,49.896,MonoPass,10/8/08,39729,57.8,M,22,9
746,CBS688,5,2005,62607825,2,0,0,MonoPass,9/25/05,38620,61.8,F,28,10
465,CBS394,3,2004,62608567,3,0,9.601093333,MonoPass,9/12/04,38242,65.2,F,34,NA
850,CBS782,6,2005,62608567,3,0,0,MonoPass,10/2/05,38627,69.4,F,30,8
1311,CBS6299,9,2006,62608567,3,0,24.44381333,MonoPass,9/22/06,38982,67.7,F,43,8.5
548,MSS020,4,2005,62608634,1,0,13.71384,MonoPass,7/8/05,38541,63.1,F,23.5,NA
795,CBS727,6,2005,62608634,3,0,0.095400504,MonoPass,10/2/05,38627,67,F,31,8
1090,CBS6147,8,2006,62608634,3,0,2.176977867,MonoPass,8/21/06,38950,62.7,F,34,NA
1636,CBS7230,12,2007,62608634,1,0,363.7264,MonoPass,9/28/07,39353,61,F,NA,10
703,CBS645,5,2005,62611266,3,0,0,MonoPass,9/4/05,38599,49.3,M,14.5,NA
1074,CBS6131,8,2006,62611266,3,0,97.17658667,MonoPass,8/20/06,38949,56.6,M,20,NA
1545,CBS7173,11,2007,62611266,1,0,0,MonoPass,8/29/07,39323,54.4,M,NA,NA
2052,MTS8043,15,2008,62611266,2,0,90.86,MonoPass,10/8/08,39729,54.8,M,18.6,9
447,CBS376,3,2004,62614609,1,0,0,MonoPass,9/12/04,38242,55.1,M,17,NA
415,CBS344,3,2004,62615375,1,1,1.463698106,MonoPass,9/12/04,38242,65,F,36,NA
1536,CBS7164,11,2007,62615375,1,0,0,MonoPass,8/29/07,39323,70.5,F,NA,NA
1908,CBS8188,14,2008,62615375,1,0,1.6,MonoPass,8/21/08,39681,66.2,F,37.5,22.6
2038,MTS8029,15,2008,62615375,1,0,759.928,MonoPass,10/8/08,39729,70.5,F,39,9
479,CBS408,3,2004,62616314,2,0,10.601812,MonoPass,9/12/04,38242,58.3,F,19,NA
443,CBS372,3,2004,62616380,1,0,0,MonoPass,9/12/04,38242,62.9,M,35,NA
686,CBS628,5,2005,62617076,3,0,19.32376533,MonoPass,9/4/05,38599,60.8,F,22,NA
734,CBS676,5,2005,62617076,4,0,0.29259332,MonoPass,9/25/05,38620,58.1,F,21,9
1093,CBS6150,8,2006,62617076,2,0,0,MonoPass,8/21/06,38950,63,F,35,NA
1082,CBS6139,8,2006,62617878,1,0,22.17992,MonoPass,8/21/06,38950,59.6,F,26,NA
418,CBS347,3,2004,62618529,1,1,0.107039063,MonoPass,9/12/04,38242,51.3,M,13,NA
694,CBS636,5,2005,62619878,1,0,45.8444,MonoPass,9/4/05,38599,60.8,F,18,NA
1628,CBS7222,12,2007,62619878,1,0,2.864,MonoPass,9/28/07,39353,59.2,F,NA,10
555,MSS021,4,2005,62620558,1,0,33.50232,MonoPass,7/10/05,38543,NA,F,NA,NA
647,CBS589,5,2005,62620558,1,0,485.616,MonoPass,8/8/05,38572,66.2,F,30,NA
743,CBS685,5,2005,62620558,2,0,260.98912,MonoPass,9/25/05,38620,69.3,F,37,10
2042,MTS8033,15,2008,62620558,2,0,11.976,MonoPass,10/8/08,39729,72.3,F,42,9
439,CBS368,3,2004,62621095,3,0,4.584386667,MonoPass,9/12/04,38242,69.5,F,39,NA
748,CBS690,5,2005,62621095,3,0,0.692202667,MonoPass,9/25/05,38620,72.5,F,38,10
852,CBS784,6,2005,62621095,3,0,11.30876,MonoPass,10/2/05,38627,70.3,F,36,8
1050,CBS6107,8,2006,62621095,3,0,0.7096736,MonoPass,8/20/06,38949,73.4,F,41,NA
1813,CBS8093,13,2008,62621095,1,0,0,MonoPass,7/8/08,39637,NA,NA,NA,20.5
414,CBS343,3,2004,62621372,1,1,2.046858522,MonoPass,9/12/04,38242,67.2,F,36,NA
759,CBS701,5,2005,62621608,3,0,1.38944,MonoPass,9/25/05,38620,53.5,F,17,10
849,CBS781,6,2005,62621608,3,0,0,MonoPass,10/2/05,38627,53.8,F,18,8
1247,CBS6235,9,2006,62621608,4,0,16.517326,MonoPass,9/22/06,38982,62,F,31.5,10.5
649,CBS591,5,2005,62621862,1,0,146.4352,MonoPass,8/8/05,38572,74.7,F,52,NA
755,CBS697,5,2005,62621862,2,0,5.62264,MonoPass,9/25/05,38620,74.3,F,49,10
1376,CBS7001,10,2007,62621862,1,0,0,MonoPass,6/25/07,39258,74.5,F,49,15
1805,CBS8085,13,2008,62621862,1,0,1.6,MonoPass,7/8/08,39637,56.5,M,NA,20.5
758,CBS700,5,2005,62621863,2,0,7.555096,MonoPass,9/25/05,38620,60.5,M,24,10
448,CBS377,3,2004,62621874,3,0,0,MonoPass,9/12/04,38242,56.3,M,20.5,NA
650,CBS592,5,2005,62621874,4,0,78.3469,MonoPass,8/8/05,38572,57.8,M,22,NA
689,CBS631,5,2005,62621874,3,0,76.32746667,MonoPass,9/4/05,38599,57.8,M,23,NA
426,CBS355,3,2004,62622003,1,0,0,MonoPass,9/12/04,38242,53.2,F,13,NA
687,CBS629,5,2005,62622346,3,0,14.21093333,MonoPass,9/4/05,38599,61.2,M,24,NA
1080,CBS6137,8,2006,62622346,3,0,1227.7432,MonoPass,8/21/06,38950,59.6,M,29,NA
1543,CBS7171,11,2007,62622346,1,0,5.58036,MonoPass,8/29/07,39323,62.1,M,NA,NA
1711,CBS8003,13,2008,62622346,1,0,383.016,MonoPass,6/11/08,39610,63.3,M,NA,16
1746,LGS8004,13,2008,62622346,1,0,1767.016,MonoPass,6/17/08,39616,56.2,M,NA,16
1799,CBS8079,13,2008,62622346,1,0,9.408,MonoPass,7/8/08,39637,59.1,M,21,19.2
462,CBS391,3,2004,62623790,3,0,0,MonoPass,9/12/04,38242,71.5,F,31.5,NA
762,CBS704,5,2005,62623790,3,0,1.668792,MonoPass,9/25/05,38620,72.6,F,41,10
1263,CBS6251,9,2006,62623790,0,0,0,MonoPass,9/22/06,38982,75.6,F,48,10.5
1375,CBS7000,10,2007,62623790,1,0,25.94304,MonoPass,6/25/07,39258,74.1,F,40.5,15
1538,CBS7166,11,2007,62623790,1,0,24.25904,MonoPass,8/29/07,39323,72.7,F,NA,NA
2034,MTS8025,15,2008,62623790,1,0,463.256,MonoPass,10/8/08,39729,73.4,F,43.5,9
433,CBS362,3,2004,62624546,1,1,1.16272907,MonoPass,9/12/04,38242,48.5,M,11,NA
690,CBS632,5,2005,62625533,1,0,45.50512,MonoPass,9/4/05,38599,63,F,27,NA
1388,CBS7013,10,2007,62625533,1,0,2.309032,MonoPass,6/25/07,39258,62.4,F,25.5,15.5
1635,CBS7229,12,2007,62625533,1,0,0,MonoPass,9/28/07,39353,62.8,F,NA,10
478,CBS407,3,2004,62625875,4,0,0,MonoPass,9/12/04,38242,61.3,F,28,NA
547,MSS019,4,2005,62625875,4,0,0,MonoPass,7/8/05,38541,NA,F,NA,NA
464,CBS393,3,2004,62627568,3,0,3.811308267,MonoPass,9/12/04,38242,67.7,F,38,NA
644,CBS586,5,2005,62627568,4,0,444.7628,MonoPass,8/7/05,38571,64,F,31,NA
702,CBS644,5,2005,62627600,3,0,0.013174533,MonoPass,9/4/05,38599,49.3,M,13.5,NA
733,CBS675,5,2005,62627600,3,0,103.7953067,MonoPass,9/25/05,38620,52.9,M,11.5,9
1068,CBS6125,8,2006,62627600,1,0,267.6192,MonoPass,8/20/06,38949,53.9,M,19,NA
745,CBS687,5,2005,62628572,2,0,4.82288,MonoPass,9/25/05,38620,65.7,F,31,10
646,CBS588,5,2005,62629294,1,0,134.9264,MonoPass,8/8/05,38572,66.5,F,32.5,NA
1907,CBS8187,14,2008,62629294,1,0,0,MonoPass,8/21/08,39681,66.7,F,35,22.6
769,CBS711,5,2005,62755316,1,0,0.03209888,MonoPass,9/25/05,38620,51.5,M,14,10
467,CBS396,3,2004,62784024,2,0,0,MonoPass,9/12/04,38242,53.6,F,23,NA
767,CBS709,5,2005,62789591,1,0,0.01187352,MonoPass,9/25/05,38620,61.1,F,28,10
223,CBS182,2,2004,62808038,1,1,0.123582752,MonoPass,8/8/04,38207,59.4,F,21.5,18.5
747,CBS689,5,2005,62826357,2,0,0,MonoPass,9/25/05,38620,60.1,M,21,10
1546,CBS7174,11,2007,62826357,1,0,0,MonoPass,8/29/07,39323,55.7,M,NA,NA
84,CBS079,1,2004,62829600,3,0,0,MonoPass,7/13/04,38181,57.8,F,19,23.5
1296,CBS6284,9,2006,62829600,3,0,2.279104,MonoPass,9/22/06,38982,71.2,F,37,9
1797,CBS8077,13,2008,62829600,1,0,0,MonoPass,7/8/08,39637,66.1,M,30,18.4
692,CBS634,5,2005,62831803,1,0,7.897464,MonoPass,9/4/05,38599,49.1,M,10,NA
1921,CBS8201,14,2008,62833859,1,0,20.096,MonoPass,8/21/08,39681,66.5,F,37.5,22.6
783,CBS715,6,2005,62833885,1,0,37.3104,MonoPass,10/2/05,38627,57.8,M,24.5,8
2035,MTS8026,15,2008,62833885,1,0,46.712,MonoPass,10/8/08,39729,66.1,F,32,9
1294,CBS6282,9,2006,62833895,1,0,20.89488,MonoPass,9/22/06,38982,71,F,40,9
1623,CBS7217,12,2007,62833895,1,0,27.98992,MonoPass,9/28/07,39353,71.2,F,NA,10
2055,MTS8046,15,2008,62833895,1,0,28.872,MonoPass,10/8/08,39729,65.6,F,41,9
737,CBS679,5,2005,62834574,2,0,296.6424,MonoPass,9/25/05,38620,70.3,F,34,9
457,CBS386,3,2004,62835592,1,0,0.2075848,MonoPass,9/12/04,38242,56.4,M,19,NA
729,CBS671,5,2005,62836334,2,0,26.42328,MonoPass,9/25/05,38620,62.8,F,24,9
807,CBS739,6,2005,62836334,1,0,54.33096,MonoPass,10/2/05,38627,64.5,F,27,8
1627,CBS7221,12,2007,62836334,1,0,70.73736,MonoPass,9/28/07,39353,65.1,F,NA,10
437,CBS366,3,2004,62843014,1,0,1.90912,MonoPass,9/12/04,38242,60.1,M,19,NA
763,CBS705,5,2005,62846875,1,0,0,MonoPass,9/25/05,38620,59.2,F,24,10
2040,MTS8031,15,2008,62846875,1,0,738.896,MonoPass,10/8/08,39729,68.2,F,33,9
428,CBS357,3,2004,62858316,3,0,0.1063176,MonoPass,9/12/04,38242,59.8,M,20,NA
853,CBS785,6,2005,62858316,3,0,0,MonoPass,10/2/05,38627,62,M,26,8
1554,CBS7182,11,2007,62858316,1,0,22.32728,MonoPass,8/29/07,39323,61,M,NA,NA
2041,MTS8032,15,2008,62867848,2,0,50.74,MonoPass,10/8/08,39729,59.1,F,25,9
1265,CBS6253,9,2006,62867884,3,0,27.539384,MonoPass,9/22/06,38982,61,M,25,10.5
1581,CBS7209,11,2007,62869634,1,0,0,MonoPass,8/29/07,39323,61.3,F,NA,NA
449,CBS378,3,2004,62874333,1,0,0,MonoPass,9/12/04,38242,59.7,M,23,NA
791,CBS723,6,2005,92061374,1,0,252.6904,MonoPass,10/2/05,38627,60.5,F,32,8
781,CBS713,6,2005,92067822,1,0,82.0968,MonoPass,10/2/05,38627,59.2,M,22,8
1378,CBS7003,10,2007,92092536,1,0,12.0172,MonoPass,6/25/07,39258,57.5,F,19,17.5
1393,CBS7018,10,2007,92098360,1,0,24.8828,MonoPass,6/25/07,39258,56.1,M,21,19
2051,MTS8042,15,2008,92098360,2,0,20.932,MonoPass,10/8/08,39729,52.3,M,30.5,9
794,CBS726,6,2005,92116360,1,0,20.78176,MonoPass,10/2/05,38627,59.1,M,22,8
1381,CBS7006,10,2007,92120587,1,0,4.161912,MonoPass,6/25/07,39258,58.6,M,23.5,18
1631,CBS7225,12,2007,92120587,1,0,0,MonoPass,9/28/07,39353,54,M,NA,10
1377,CBS7002,10,2007,92124339,1,0,0,MonoPass,6/25/07,39258,58,F,29,17.5
1807,CBS8087,13,2008,92124339,1,0,5.168,MonoPass,7/8/08,39637,58.9,F,22.7,20.5
1387,CBS7012,10,2007,92125587,1,0,10.61888,MonoPass,6/25/07,39258,67.1,F,33,18
798,CBS730,6,2005,92127334,3,0,0,MonoPass,10/2/05,38627,52.5,M,19,8
1242,CBS6230,9,2006,92127334,4,0,496.876794,MonoPass,9/22/06,38982,56.4,M,27,8.5
1389,CBS7014,10,2007,92259868,1,0,14.4196,MonoPass,6/25/07,39258,61,M,25,19
1315,CBS6303,9,2006,92261085,1,0,97.396,MonoPass,9/22/06,38982,68.3,F,42,8.5
1379,CBS7004,10,2007,92290043,1,0,4.580968,MonoPass,6/25/07,39258,57,F,17,17.5
784,CBS716,6,2005,92300354,1,0,25.83376,MonoPass,10/2/05,38627,60.6,F,32,8
1638,CBS7232,12,2007,92300354,1,0,23.50984,MonoPass,9/28/07,39353,67.2,F,NA,10
785,CBS717,6,2005,92315871,3,0,6.217717333,MonoPass,10/2/05,38627,51.5,M,19,8
1246,CBS6234,9,2006,92315871,4,0,46.39968,MonoPass,9/22/06,38982,61.1,M,23,10.5
805,CBS737,6,2005,92328378,1,0,104.2688,MonoPass,10/2/05,38627,67.8,F,36,8
1250,CBS6238,9,2006,92349567,3,0,190.5882667,MonoPass,9/22/06,38982,63.8,M,30,10.5
797,CBS729,6,2005,92515372,1,0,9.40944,MonoPass,10/2/05,38627,57.1,M,22,8
782,CBS714,6,2005,92525096,1,0,105.8408,MonoPass,10/2/05,38627,65.4,F,33,8
2012,MTS8003,15,2008,92525096,1,0,60.768,MonoPass,10/8/08,39729,65.5,F,38,9
787,CBS719,6,2005,92534569,1,0,0.2598456,MonoPass,10/2/05,38627,57.5,M,19,8
1913,CBS8193,14,2008,92534569,1,0,40.056,MonoPass,8/21/08,39681,59.6,M,25,22.6
1071,CBS6128,8,2006,92537329,1,0,83.9832,MonoPass,8/20/06,38949,67.3,F,32,NA
2069,MTS8060,15,2008,92537329,1,0,3.84,MonoPass,10/8/08,39729,65.9,F,33,9
786,CBS718,6,2005,92543343,1,0,17.79512,MonoPass,10/2/05,38627,66.7,F,31,8
1391,CBS7016,10,2007,92543343,1,0,0,MonoPass,6/25/07,39258,62,F,29,19
1582,CBS7210,11,2007,92543343,1,0,0,MonoPass,8/29/07,39323,61.3,F,NA,NA
1622,CBS7216,12,2007,92543343,1,0,0,MonoPass,9/28/07,39353,65.9,F,NA,10
1810,CBS8090,13,2008,92543343,1,0,0,MonoPass,7/8/08,39637,53.5,F,30,20.5
2067,MTS8058,15,2008,92543343,1,0,9.448,MonoPass,10/8/08,39729,68.1,F,39,9
793,CBS725,6,2005,92546272,1,0,104.024,MonoPass,10/2/05,38627,61,M,28,8
1749,LGS8007,13,2008,92549082,1,0,69.872,MonoPass,6/17/08,39616,67,M,NA,13
1394,CBS7019,10,2007,92549092,1,0,157.2496,MonoPass,6/25/07,39258,56.2,M,22,18.5
788,CBS720,6,2005,92560273,1,0,0,MonoPass,10/2/05,38627,60.3,F,24,8
1584,NM2,12,2007,92560273,1,0,0.01324,MonoPass,9/17/07,39342,61.4,F,NA,NA
1067,CBS6124,8,2006,92562776,1,0,151.3112,MonoPass,8/20/06,38949,60.4,M,20,NA
1385,CBS7010,10,2007,92619005,1,0,0,MonoPass,6/25/07,39258,70,F,36,17
1920,CBS8200,14,2008,92619005,1,0,5.544,MonoPass,8/21/08,39681,66.8,F,42.5,22.6
1384,CBS7009,10,2007,92628363,1,0,1.795064,MonoPass,6/25/07,39258,67.2,F,29,17
1072,CBS6129,8,2006,92632270,1,0,53.8568,MonoPass,8/20/06,38949,57.2,F,20,NA
1392,CBS7017,10,2007,92632270,1,0,0,MonoPass,6/25/07,39258,57.7,F,21,19
2018,MTS8009,15,2008,92632270,1,0,50.032,MonoPass,10/8/08,39729,65.5,F,28.5,9
796,CBS728,6,2005,92779071,1,0,559.0088,MonoPass,10/2/05,38627,65.4,F,28,8
1380,CBS7005,10,2007,92783878,1,0,6.681032,MonoPass,6/25/07,39258,61.9,F,25,17.5
801,CBS733,6,2005,92786363,3,0,36.30922667,MonoPass,10/2/05,38627,65.6,M,29,8
1089,CBS6146,8,2006,92786363,3,0,13.54276267,MonoPass,8/21/06,38950,64,M,30,NA
1637,CBS7231,12,2007,92786363,1,0,8654.96,MonoPass,9/28/07,39353,64.2,M,NA,10
806,CBS738,6,2005,92790309,3,0,2.836096267,MonoPass,10/2/05,38627,63.7,F,32,8
1252,CBS6240,9,2006,92790309,4,0,24.678196,MonoPass,9/22/06,38982,62.2,F,33,10.5
1255,CBS6243,9,2006,97828277,3,0,132.36272,MonoPass,9/22/06,38982,57.2,M,25,10.5
1073,CBS6130,8,2006,97828317,1,0,85.3376,MonoPass,8/20/06,38949,57,M,24,NA
1390,CBS7015,10,2007,97828317,1,0,6.778808,MonoPass,6/25/07,39258,58.5,M,20,19
921,CBS6005,7,2006,97837579,1,0,143.5912,MonoPass,6/19/06,38887,58.5,M,23,14
1552,CBS7180,11,2007,97854811,1,0,5.867424,MonoPass,8/29/07,39323,65.4,F,NA,NA
1085,CBS6142,8,2006,97860339,1,0,76.0072,MonoPass,8/21/06,38950,60.6,M,26,NA
1639,CBS7233,12,2007,97883069,1,0,9.66376,MonoPass,9/28/07,39353,60.2,F,NA,10
1548,CBS7176,11,2007,98001775,1,0,0,MonoPass,8/29/07,39323,64.5,F,NA,NA
1620,CBS7214,12,2007,98001775,1,0,12.89416,MonoPass,9/28/07,39353,63.9,F,NA,10
2056,MTS8047,15,2008,98001775,1,0,335.84,MonoPass,10/8/08,39729,66.6,F,35,9
1298,CBS6286,9,2006,98011029,1,0,0,MonoPass,9/22/06,38982,64,F,33,9
1924,CBS8204,14,2008,98014325,1,0,36.192,MonoPass,8/21/08,39681,65.6,F,37,22.6
2025,MTS8016,15,2008,98014325,1,0,2.256,MonoPass,10/8/08,39729,66.4,F,36.5,9
1925,CBS8205,14,2008,98020092,1,0,48.792,MonoPass,8/21/08,39681,61,M,26,22.6
1271,CBS6259,9,2006,98021007,2,0,0.8264748,MonoPass,9/22/06,38982,59.5,M,28,10.5
1084,CBS6141,8,2006,98115302,1,0,300.0248,MonoPass,8/21/06,38950,56.2,M,21,NA
1800,CBS8080,13,2008,98115302,1,0,0.296,MonoPass,7/8/08,39637,55.7,M,20,19.2
1535,CBS7163,11,2007,98122815,1,0,0,MonoPass,8/29/07,39323,58.2,M,NA,NA
1917,CBS8197,14,2008,98124811,1,0,0,MonoPass,8/21/08,39681,61.6,F,31.5,22.6
1299,CBS6287,9,2006,98124895,1,0,76.43952,MonoPass,9/22/06,38982,56.2,M,21,9
1549,CBS7177,11,2007,98262011,1,0,8.23728,MonoPass,8/29/07,39323,64.4,F,NA,NA
1911,CBS8191,14,2008,98262011,1,0,13.248,MonoPass,8/21/08,39681,65.1,F,29.5,22.6
917,CBS6002,7,2006,98263256,1,0,72.28896,MonoPass,6/19/06,38887,51.9,M,14.4,14
1249,CBS6237,9,2006,98266633,3,0,0.0400208,MonoPass,9/22/06,38982,56.5,F,19.5,10.5
1586,NM4,12,2007,98266633,1,0,0,MonoPass,9/17/07,39342,56,F,NA,NA
1301,CBS6289,9,2006,98283100,1,0,42.04448,MonoPass,9/22/06,38982,61.2,F,28,9
1632,CBS7226,12,2007,98283100,1,0,6.578896,MonoPass,9/28/07,39353,60.6,F,NA,10
1259,CBS6247,9,2006,98334016,3,0,24.25741333,MonoPass,9/22/06,38982,52.2,M,31,10.5
1086,CBS6143,8,2006,98335025,1,0,421.2456,MonoPass,8/21/06,38950,60.9,M,25,NA
1640,CBS7234,12,2007,98336860,1,0,16.6172,MonoPass,9/28/07,39353,67.7,F,NA,10
2043,MTS8034,15,2008,98336860,2,0,12.62,MonoPass,10/8/08,39729,65.8,F,39,9
920,CBS6004,7,2006,98368876,1,0,388.1864,MonoPass,6/19/06,38887,68.8,F,27.5,14
1069,CBS6126,8,2006,98374120,1,0,35.12256,MonoPass,8/20/06,38949,64.5,F,30,NA
1915,CBS8195,14,2008,98374120,1,0,5.408,MonoPass,8/21/08,39681,66.4,F,35,22.6
1269,CBS6257,9,2006,98378049,2,0,11.2492,MonoPass,9/22/06,38982,63.5,F,23,10.5
1808,CBS8088,13,2008,98383798,1,0,0,MonoPass,7/8/08,39637,62.2,M,26,20.5
1314,CBS6302,9,2006,98512028,1,0,3.72216,MonoPass,9/22/06,38982,60.8,M,29,8.5
1264,CBS6252,9,2006,98571883,3,0,144.8837867,MonoPass,9/22/06,38982,56.5,M,22,10.5
1551,CBS7179,11,2007,98578059,1,0,0,MonoPass,8/29/07,39323,57.7,M,NA,NA
1267,CBS6255,9,2006,98583055,3,0,14.489504,MonoPass,9/22/06,38982,65.6,M,32,10.5
1909,CBS8189,14,2008,98583055,1,0,43.64,MonoPass,8/21/08,39681,63.4,M,22,22.6
1076,CBS6133,8,2006,98591069,1,0,24.98088,MonoPass,8/21/06,38950,59.1,M,28,NA
1049,CBS6106,8,2006,98591294,1,0,40.02832,MonoPass,8/20/06,38949,55.5,M,26.5,NA
1253,CBS6241,9,2006,98591294,3,0,38.35624,MonoPass,9/22/06,38982,57.8,M,26,10.5
1258,CBS6246,9,2006,98604074,3,0,82.02776,MonoPass,9/22/06,38982,61.5,M,30,10.5
1748,LGS8006,13,2008,98604074,1,0,23.016,MonoPass,6/17/08,39616,63,F,NA,16
1919,CBS8199,14,2008,98604074,1,0,6.096,MonoPass,8/21/08,39681,NA,NA,34,22.6
1553,CBS7181,11,2007,98610888,1,0,3.52048,MonoPass,8/29/07,39323,59.1,M,NA,NA
2033,MTS8024,15,2008,98610888,1,0,187.536,MonoPass,10/8/08,39729,58.2,M,23,9
916,CBS6001,7,2006,98771126,1,0,366.4048,MonoPass,6/19/06,38887,49.1,M,15,14
1270,CBS6258,9,2006,98772625,2,0,23.448056,MonoPass,9/22/06,38982,59.5,M,25,10.5
1626,CBS7220,12,2007,98772625,1,0,127.1024,MonoPass,9/28/07,39353,59.1,M,NA,10
1912,CBS8192,14,2008,98774282,1,0,123.8,MonoPass,8/21/08,39681,64.2,F,37,22.6
1798,CBS8078,13,2008,98775883,1,0,1.12,MonoPass,7/8/08,39637,56.6,M,25,19.2
2017,MTS8008,15,2008,98775883,1,0,127.648,MonoPass,10/8/08,39729,65,M,28,9
1261,CBS6249,9,2006,98778029,3,0,35.25064,MonoPass,9/22/06,38982,59.2,M,22,10.5
1540,CBS7168,11,2007,98827314,1,0,0,MonoPass,8/29/07,39323,60.5,F,NA,NA
1744,LGS8002,13,2008,98840009,1,0,18.512,MonoPass,6/17/08,39616,60.3,F,NA,16
1801,CBS8081,13,2008,98840009,1,0,1.656,MonoPass,7/8/08,39637,57.3,M,27,20.5
2062,MTS8053,15,2008,98840009,1,0,183.8,MonoPass,10/8/08,39729,63.6,F,33,9
1075,CBS6132,8,2006,98840544,1,0,213.0528,MonoPass,8/20/06,38949,58.5,M,27,NA
1713,CBS8005,13,2008,98841525,1,0,181.272,MonoPass,6/11/08,39610,57.2,M,NA,16
1809,CBS8089,13,2008,98846260,1,0,8.272,MonoPass,7/8/08,39637,58.9,M,20,20.5
1245,CBS6233,9,2006,98846553,0,0,0,MonoPass,9/22/06,38982,67.8,F,36,8.5
1079,CBS6136,8,2006,98849791,1,0,148.7712,MonoPass,8/21/06,38950,74.8,F,43,NA
1923,CBS8203,14,2008,98855357,1,0,5.2,MonoPass,8/21/08,39681,66.3,F,38,22.6
1714,CBS8006,13,2008,99000610,1,0,249.896,MonoPass,6/11/08,39610,57.5,M,NA,16
1811,CBS8091,13,2008,99042803,1,0,0,MonoPass,7/8/08,39637,56.2,M,21,20.5
2049,MTS8040,15,2008,99042803,2,0,29.788,MonoPass,10/8/08,39729,57.3,F,31.5,9
1539,CBS7167,11,2007,99045771,1,0,0,MonoPass,8/29/07,39323,54.9,M,NA,NA
1617,CBS7211,12,2007,99045771,1,0,38.37528,MonoPass,9/28/07,39353,58.3,M,NA,10
1537,CBS7165,11,2007,99047261,1,0,2.914936,MonoPass,8/29/07,39323,48.2,M,NA,NA
1251,CBS6239,9,2006,99048833,3,0,3.897122667,MonoPass,9/22/06,38982,61.2,F,31,10.5
2032,MTS8023,15,2008,99048833,1,0,114,MonoPass,10/8/08,39729,62.7,F,28,9
1910,CBS8190,14,2008,99089790,1,0,1.328,MonoPass,8/21/08,39681,66.6,F,32,22.6
1585,NM3,12,2007,99092581,0,0,0,MonoPass,9/17/07,39342,55.2,M,NA,NA
1716,CBS8008,13,2008,99092581,1,0,54.464,MonoPass,6/11/08,39610,60,M,NA,16
2016,MTS8007,15,2008,99092581,1,0,11.552,MonoPass,10/8/08,39729,58.1,M,-33.5,9
754,CBS696,5,2005,22540E7605,2,0,0,MonoPass,9/25/05,38620,66.8,F,32,10
803,CBS735,6,2005,22540E7605,1,0,115.2608,MonoPass,10/2/05,38627,67.8,F,38,8
359,CBS288,3,2004,61802289,3,0,10.8896,UnicornBasin,9/11/04,38241,58,M,28,NA
549,MSS022,4,2005,61802289,4,0,585.4464,UnicornBasin,7/9/05,38542,NA,M,NA,NA
596,MSS036,4,2005,61802289,4,0,97.32684,UnicornBasin,7/16/05,38549,NA,M,NA,NA
