x,swabID,surno,year,PITtag,Nruns,useCorrected,Zoospores,Site_name,date_collected,Julian,SVL,sex,Weight,water_temp
1134,NRS033,8,2006,61802289,1,1,1.766245542,UnicornBasin,8/23/06,38952,60,M,22.5,15
1513,CBS7141,11,2007,61802289,1,0,7.508384,UnicornBasin,8/28/07,39322,58.9,M,NA,18
403,CBS332,3,2004,61812117,1,1,1.635108666,UnicornBasin,9/11/04,38241,55.2,F,16.5,NA
1171,NRS069,8,2006,61812117,1,0,0,UnicornBasin,8/23/06,38952,69,F,22.5,17.5
1589,NU10,12,2007,61812117,1,0,0,UnicornBasin,9/17/07,39342,61,F,NA,NA
1831,CBS8111,13,2008,61812117,1,0,84.632,UnicornBasin,7/19/08,39648,58.2,F,28.4,21.6
406,CBS335,3,2004,61832596,3,0,105.0112,UnicornBasin,9/11/04,38241,65.5,F,30,NA
901,CBS833,6,2005,61832596,3,0,81.76565333,UnicornBasin,10/9/05,38634,65.4,F,33,8
1145,NRS043,8,2006,61832596,3,0,41.83666667,UnicornBasin,8/23/06,38952,63,F,30.5,16.5
1514,CBS7142,11,2007,61832596,1,0,13.13456,UnicornBasin,8/28/07,39322,64.3,F,38,18
1818,CBS8098,13,2008,61832596,1,0,7.528,UnicornBasin,7/19/08,39648,65,F,34,21.6
263,CBS222,2,2004,61866122,3,0,0.26395792,UnicornBasin,8/9/04,38208,56,M,22,20
1163,NRS061,8,2006,61866122,3,0,285.8144,UnicornBasin,8/23/06,38952,61,M,25,17.5
1360,NRS084,9,2006,61866122,1,0,0,UnicornBasin,9/24/06,38984,59.2,M,NA,NA
1406,CBS7031,10,2007,61866122,1,0,173.0448,UnicornBasin,6/26/07,39259,59,M,24,20
244,CBS203,2,2004,62008588,3,1,59.52797209,UnicornBasin,8/9/04,38208,59.9,M,28.5,20
408,CBS337,3,2004,62008588,3,1,1.519396886,UnicornBasin,9/11/04,38241,50.68,M,22.5,NA
1606,NU27,12,2007,62008588,1,0,161.2808,UnicornBasin,9/17/07,39342,58.4,M,NA,NA
412,CBS341,3,2004,62031887,1,1,0.20040157,UnicornBasin,9/11/04,38241,55.6,F,25,NA
374,CBS303,3,2004,62032021,1,0,16.24112,UnicornBasin,9/11/04,38241,56.7,F,25.5,NA
1401,CBS7026,10,2007,62032021,1,0,8.60376,UnicornBasin,6/26/07,39259,66.3,F,28,20
238,CBS197,2,2004,62033356,3,1,3.561926677,UnicornBasin,8/9/04,38208,51.5,M,15.5,22
360,CBS289,3,2004,62033356,3,0,0,UnicornBasin,9/11/04,38241,53.5,M,18,NA
981,MSS370,7,2006,62033356,3,0,0.9738184,UnicornBasin,7/19/06,38917,55,M,21,12.5
1531,CBS7159,11,2007,62033356,1,0,9.53272,UnicornBasin,8/28/07,39322,61.7,M,NA,18
77,CBS072,1,2004,62043258,3,0,0,UnicornBasin,7/6/04,38174,49,M,15,16
589,MSS029,4,2005,62043258,3,0,0.4104096,UnicornBasin,7/16/05,38549,53,M,17.5,NA
599,MSS038,4,2005,62043258,4,0,22.673392,UnicornBasin,7/23/05,38556,NA,M,NA,NA
410,CBS339,3,2004,62049096,1,1,1.491273939,UnicornBasin,9/11/04,38241,52,M,19,NA
904,CBS836,6,2005,62049096,3,1,0.252395725,UnicornBasin,10/9/05,38634,58.7,M,21,8
979,MSS368,7,2006,62049096,3,0,0,UnicornBasin,7/19/06,38917,65,M,20,12.5
1418,CBS7043,10,2007,62049096,1,0,27.54696,UnicornBasin,6/26/07,39259,55.5,M,21,20
252,CBS211,2,2004,62054351,3,0,0.471916693,UnicornBasin,8/9/04,38208,52.7,M,17.5,20
878,CBS810,6,2005,62054351,3,0,47.28301333,UnicornBasin,10/9/05,38634,59.6,M,22,8
1139,NRS037,8,2006,62054351,3,0,0,UnicornBasin,8/23/06,38952,59,M,24.5,16.5
259,CBS218,2,2004,62055796,3,0,12.841248,UnicornBasin,8/9/04,38208,74.1,F,48,20
554,MSS027,4,2005,62055796,4,0,0.1252394,UnicornBasin,7/9/05,38542,72.9,F,50,NA
593,MSS033,4,2005,62055796,4,0,6.575922,UnicornBasin,7/16/05,38549,NA,F,NA,NA
1348,NRS072,9,2006,62055796,1,0,0,UnicornBasin,9/24/06,38984,71.2,F,NA,NA
232,CBS191,2,2004,62061832,3,1,60.44313943,UnicornBasin,8/9/04,38208,57.3,F,29.5,20
371,CBS300,3,2004,62061832,3,1,11.62842301,UnicornBasin,9/11/04,38241,60.9,F,31,NA
74,CBS069,1,2004,62063350,3,0,38.46186667,UnicornBasin,7/6/04,38174,50.9,F,17,16
377,CBS306,3,2004,62063350,3,1,66.96501474,UnicornBasin,9/11/04,38241,61.1,F,24,NA
876,CBS808,6,2005,62063350,3,0,10.75375467,UnicornBasin,10/9/05,38634,63.7,F,29,8
987,MSS376,7,2006,62063350,3,0,0,UnicornBasin,7/19/06,38917,65,F,27,15
1395,CBS7020,10,2007,62063350,1,0,15.62696,UnicornBasin,6/26/07,39259,64.9,F,25,20
73,CBS068,1,2004,62109868,3,0,0,UnicornBasin,7/6/04,38174,48.6,M,15,16
233,CBS192,2,2004,62109868,3,1,45.35472714,UnicornBasin,8/9/04,38208,54.9,M,NA,20
898,CBS830,6,2005,62109868,3,0,131.5021333,UnicornBasin,10/9/05,38634,65.4,M,29,8
974,MSS363,7,2006,62109868,3,0,1.393424,UnicornBasin,7/19/06,38917,60,M,22,12.5
243,CBS202,2,2004,62126073,1,1,85.71994448,UnicornBasin,8/9/04,38208,71.7,F,53.5,20
254,CBS213,2,2004,62263799,1,0,0.050822,UnicornBasin,8/9/04,38208,53.2,NA,18,20
357,CBS286,3,2004,62274119,3,0,138.764,UnicornBasin,9/11/04,38241,58.7,M,30,NA
551,MSS024,4,2005,62274119,4,0,34.97498,UnicornBasin,7/9/05,38542,63.4,M,26,NA
253,CBS212,2,2004,62290518,1,0,78.50136,UnicornBasin,8/9/04,38208,56.2,M,22.5,20
261,CBS220,2,2004,62515089,1,0,14.46848,UnicornBasin,8/9/04,38208,52.3,M,18,20
1414,CBS7039,10,2007,62515089,1,0,1.946728,UnicornBasin,6/26/07,39259,57.1,M,18,20
1515,CBS7143,11,2007,62515089,1,0,0,UnicornBasin,8/28/07,39322,56.7,M,25,18
1828,CBS8108,13,2008,62515089,1,0,2.896,UnicornBasin,7/19/08,39648,56,M,20.5,21.6
875,CBS807,6,2005,62519521,1,0,31.71768,UnicornBasin,10/9/05,38634,61.9,M,28,8
985,MSS374,7,2006,62519521,1,0,17.04304,UnicornBasin,7/19/06,38917,66,M,19,15
231,CBS190,2,2004,62523274,1,0,0.470656,UnicornBasin,8/9/04,38208,48.4,F,14,20
262,CBS221,2,2004,62530885,2,0,873.8728,UnicornBasin,8/9/04,38208,79.4,F,53.5,20
237,CBS196,2,2004,62536853,3,0,0,UnicornBasin,8/9/04,38208,53.2,F,19,22
905,CBS837,6,2005,62536853,3,0,68.67893333,UnicornBasin,10/9/05,38634,59.2,F,25,8
1374,NRS098,9,2006,62536853,1,0,6.372864,UnicornBasin,9/24/06,38984,63.3,F,NA,NA
379,CBS308,3,2004,62539515,1,0,15.06536,UnicornBasin,9/11/04,38241,51.3,M,19.5,NA
241,CBS200,2,2004,62541876,3,0,0.920506667,UnicornBasin,8/9/04,38208,56.5,F,23.5,20
908,CBS840,6,2005,62541876,3,0,63.18141333,UnicornBasin,10/9/05,38634,63.7,F,34,8
1611,NU4,12,2007,62541876,1,0,3.52308,UnicornBasin,9/17/07,39342,63.7,F,NA,NA
370,CBS299,3,2004,62577895,3,0,127.7424,UnicornBasin,9/11/04,38241,55.7,M,NA,NA
973,MSS362,7,2006,62577895,3,0,0,UnicornBasin,7/19/06,38917,63,M,22,12.5
373,CBS302,3,2004,62591595,3,0,9.407333333,UnicornBasin,9/11/04,38241,55.9,F,21,NA
595,MSS035,4,2005,62591595,4,0,0,UnicornBasin,7/16/05,38549,60.5,F,20,NA
600,MSS039,4,2005,62591595,4,0,0,UnicornBasin,7/23/05,38556,NA,F,NA,NA
242,CBS201,2,2004,62592098,3,0,0,UnicornBasin,8/9/04,38208,62.1,F,33.5,20
372,CBS301,3,2004,62592098,3,1,26.71933034,UnicornBasin,9/11/04,38241,64.4,F,36,NA
550,MSS023,4,2005,62592098,4,0,0.0984968,UnicornBasin,7/9/05,38542,61.5,F,36,NA
594,MSS034,4,2005,62592098,4,0,0,UnicornBasin,7/16/05,38549,NA,F,NA,NA
413,CBS342,3,2004,62603083,3,0,2.120629333,UnicornBasin,9/11/04,38241,51.9,F,16,NA
909,CBS841,6,2005,62603083,3,0,105.2557333,UnicornBasin,10/9/05,38634,59.6,F,23,8
992,MSS381,7,2006,62603083,3,0,31.73810667,UnicornBasin,7/19/06,38917,60,F,21,15
1143,NRS041,8,2006,62603083,3,0,84.19768,UnicornBasin,8/23/06,38952,62,F,21,16.5
1362,NRS086,9,2006,62603083,1,0,1.175616,UnicornBasin,9/24/06,38984,57.8,F,NA,NA
1409,CBS7034,10,2007,62603083,1,0,185.8544,UnicornBasin,6/26/07,39259,59.4,F,24,20
1524,CBS7152,11,2007,62603083,1,0,7.403168,UnicornBasin,8/28/07,39322,58.8,F,NA,18
1977,CBS8257,14,2008,62603083,1,0,53.096,UnicornBasin,8/25/08,39685,61.2,F,26,21.6
606,MSS045,4,2005,62603595,3,0,0,UnicornBasin,7/23/05,38556,57.5,F,18,NA
873,CBS805,6,2005,62603595,1,0,69.42416,UnicornBasin,10/9/05,38634,59.4,F,25,8
976,MSS365,7,2006,62603595,3,0,0,UnicornBasin,7/19/06,38917,60,F,22,12.5
1358,NRS082,9,2006,62603595,1,0,131.1224,UnicornBasin,9/24/06,38984,62.8,F,NA,NA
1604,NU25,12,2007,62603595,2,0,20.22288,UnicornBasin,9/17/07,39342,62.3,F,NA,NA
356,CBS285,3,2004,62604625,3,0,18.73328,UnicornBasin,9/11/04,38241,58.9,M,24,NA
552,MSS025,4,2005,62604625,4,0,0,UnicornBasin,7/9/05,38542,64.7,M,26.75,NA
590,MSS030,4,2005,62604625,4,0,3.349588,UnicornBasin,7/16/05,38549,NA,M,NA,NA
602,MSS041,4,2005,62604625,3,0,0,UnicornBasin,7/23/05,38556,NA,M,NA,NA
982,MSS371,7,2006,62604625,3,0,0,UnicornBasin,7/19/06,38917,70,M,29,12.5
1151,NRS049,8,2006,62605336,1,1,21.39300683,UnicornBasin,8/23/06,38952,57,F,21,16.5
1353,NRS077,9,2006,62605336,1,0,0,UnicornBasin,9/24/06,38984,57.5,F,NA,NA
378,CBS307,3,2004,62605344,3,0,0.933642667,UnicornBasin,9/11/04,38241,53.3,M,19.5,NA
604,MSS043,4,2005,62605344,4,0,0,UnicornBasin,7/23/05,38556,NA,M,NA,NA
978,MSS367,7,2006,62605344,3,0,2.499389333,UnicornBasin,7/19/06,38917,61,M,18.5,12.5
1165,NRS063,8,2006,62605344,3,0,16.36384,UnicornBasin,8/23/06,38952,55,M,15,17.5
1419,CBS7044,10,2007,62605344,1,0,0,UnicornBasin,6/26/07,39259,57.5,M,22,20
1826,CBS8106,13,2008,62605344,1,0,38.312,UnicornBasin,7/19/08,39648,58.2,M,22.5,21.6
610,MSS049,4,2005,62606512,3,0,1.904213333,UnicornBasin,7/23/05,38556,NA,NA,NA,NA
597,MSS037a,4,2005,62606592,3,0,4.238874667,UnicornBasin,7/16/05,38549,53,M,16.5,NA
885,CBS817,6,2005,62606592,1,0,36.29912,UnicornBasin,10/9/05,38634,56.8,M,22,8
877,CBS809,6,2005,62611302,1,0,210.0824,UnicornBasin,10/9/05,38634,60.1,F,22,8
967,MSS356,7,2006,62611302,1,0,30.37648,UnicornBasin,7/19/06,38917,60,F,18.5,12.5
1168,NRS066,8,2006,62611302,1,1,85.13530797,UnicornBasin,8/23/06,38952,59,F,20,17.5
1361,NRS085,9,2006,62611302,1,0,40.33848,UnicornBasin,9/24/06,38984,59.2,F,NA,NA
1526,CBS7154,11,2007,62611302,1,0,0,UnicornBasin,8/28/07,39322,55.5,F,NA,18
1978,CBS8258,14,2008,62611302,1,0,152.496,UnicornBasin,8/25/08,39685,63,F,31,21.6
607,MSS046,4,2005,62612515,3,0,0.298112,UnicornBasin,7/23/05,38556,57.7,F,21,NA
409,CBS338,3,2004,62613810,3,0,24.98172533,UnicornBasin,9/11/04,38241,55.3,F,17,NA
605,MSS044,4,2005,62613810,3,0,0,UnicornBasin,7/23/05,38556,56.6,F,18,NA
402,CBS331,3,2004,62613845,3,0,16.80925333,UnicornBasin,9/11/04,38241,52.3,F,16,NA
881,CBS813,6,2005,62613845,3,0,222.5501333,UnicornBasin,10/9/05,38634,58,F,24,8
1160,NRS058,8,2006,62613845,3,0,0,UnicornBasin,8/23/06,38952,59,F,22.5,17.5
1161,NRS059,8,2006,62613845,1,0,0,UnicornBasin,8/23/06,38952,58,F,24,17.5
1616,NU9,12,2007,62613845,1,0,1.371488,UnicornBasin,9/17/07,39342,64.8,F,NA,NA
1984,CBS8264,14,2008,62613845,1,0,2,UnicornBasin,8/25/08,39685,64.8,F,26.5,21.6
777,MSS154,5,2005,62613866,3,0,27.912768,UnicornBasin,9/25/05,38620,57,F,30,NA
1349,NRS073,9,2006,62613866,1,0,151.7008,UnicornBasin,9/24/06,38984,59.1,F,NA,NA
361,CBS290,3,2004,62615047,1,0,0,UnicornBasin,9/11/04,38241,57,F,22,NA
1612,NU5,12,2007,62615047,1,0,147.5888,UnicornBasin,9/17/07,39342,61.5,F,NA,NA
404,CBS333,3,2004,62615339,3,0,11.953656,UnicornBasin,9/11/04,38241,53.6,F,16,NA
989,MSS378,7,2006,62615339,1,0,6.31408,UnicornBasin,7/19/06,38917,65,F,24,15
1148,NRS046,8,2006,62615339,1,1,11.69257881,UnicornBasin,8/23/06,38952,61,F,21.5,16.5
1149,NRS047,8,2006,62615339,1,0,0,UnicornBasin,8/23/06,38952,61,F,21.5,16.5
608,MSS047,4,2005,62617555,3,0,0,UnicornBasin,7/23/05,38556,57.1,M,21,NA
977,MSS366,7,2006,62617555,3,0,0,UnicornBasin,7/19/06,38917,65,M,24.5,12.5
1159,NRS057,8,2006,62617555,3,0,8.202322667,UnicornBasin,8/23/06,38952,68,M,26,17.5
601,MSS040,4,2005,62618360,4,0,0,UnicornBasin,7/23/05,38556,NA,NA,NA,NA
1982,CBS8262,14,2008,62618360,1,0,0,UnicornBasin,8/25/08,39685,62.1,M,29,21.6
405,CBS334,3,2004,62620048,1,1,12.65392791,UnicornBasin,9/11/04,38241,54.3,F,18.5,NA
779,MSS156,5,2005,62620048,3,0,33.03138667,UnicornBasin,9/25/05,38620,54.8,F,23,NA
893,CBS825,6,2005,62620048,3,0,0,UnicornBasin,10/9/05,38634,58.7,F,24,8
1356,NRS080,9,2006,62620048,1,0,25.38648,UnicornBasin,9/24/06,38984,63,F,NA,NA
358,CBS287,3,2004,62621605,1,0,4.881544,UnicornBasin,9/11/04,38241,53.2,F,19,NA
598,MSS037b,4,2005,62621806,3,0,255.8869333,UnicornBasin,7/23/05,38556,NA,NA,NA,NA
362,CBS291,3,2004,62622292,3,0,85.92837333,UnicornBasin,9/11/04,38241,54.3,F,20,NA
613,MSS052,4,2005,62622292,4,0,0,UnicornBasin,7/23/05,38556,59.2,F,18.5,NA
1509,CBS7137,11,2007,62622292,1,0,0,UnicornBasin,8/28/07,39322,59,F,31,18
411,CBS340,3,2004,62624540,3,0,23.22914133,UnicornBasin,9/11/04,38241,54.6,M,19.5,NA
903,CBS835,6,2005,62624540,3,0,30.07706667,UnicornBasin,10/9/05,38634,55.9,F,23,8
1365,NRS089,9,2006,62625835,1,0,51.14624,UnicornBasin,9/24/06,38984,55.8,M,NA,NA
615,MSS054,4,2005,62627827,3,0,0,UnicornBasin,7/23/05,38556,NA,F,NA,NA
1144,NRS042,8,2006,62627827,3,0,0.735994667,UnicornBasin,8/23/06,38952,62,F,25,16.5
1843,CBS8123,13,2008,62627827,1,0,182.272,UnicornBasin,7/19/08,39648,62.5,F,26,21.6
1155,NRS053,8,2006,62724857,1,1,83.56103182,UnicornBasin,8/23/06,38952,55,M,21.5,16.5
1527,CBS7155,11,2007,62744857,1,0,16.5728,UnicornBasin,8/28/07,39322,57.8,M,NA,18
407,CBS336,3,2004,62774857,1,1,0.517227633,UnicornBasin,9/11/04,38241,54.3,M,20.5,NA
1355,NRS079,9,2006,62774857,1,0,26.71984,UnicornBasin,9/24/06,38984,61,M,NA,NA
1605,NU26,12,2007,62774857,1,0,577.448,UnicornBasin,9/17/07,39342,59.6,M,NA,NA
375,CBS304,3,2004,62794043,3,0,1.220262933,UnicornBasin,9/11/04,38241,48.5,M,13,NA
591,MSS031,4,2005,62794043,4,0,0,UnicornBasin,7/16/05,38549,NA,M,NA,NA
603,MSS042,4,2005,62794043,4,0,0,UnicornBasin,7/23/05,38556,NA,M,NA,NA
1988,CBS8268,14,2008,62794043,1,0,248.936,UnicornBasin,8/25/08,39685,55.1,M,23,21.6
240,CBS199,2,2004,62824307,3,1,0.403102523,UnicornBasin,8/9/04,38208,53.8,F,18.5,20
376,CBS305,3,2004,62824307,3,1,51.03627964,UnicornBasin,9/11/04,38241,52.7,M,20.5,NA
1396,CBS7021,10,2007,62824307,1,0,341.4072,UnicornBasin,6/26/07,39259,59.5,M,20,20
1830,CBS8110,13,2008,62824307,1,0,6.224,UnicornBasin,7/19/08,39648,57.3,M,20,21.6
70,CBS065,1,2004,62858111,3,0,0,UnicornBasin,7/6/04,38174,47.1,M,14,9
363,CBS292,3,2004,62858111,3,1,6.216098601,UnicornBasin,9/11/04,38241,54.3,M,19,NA
553,MSS026,4,2005,62858111,4,0,0,UnicornBasin,7/9/05,38542,55,M,21,NA
984,MSS373,7,2006,62858111,3,0,0,UnicornBasin,7/19/06,38917,60,M,23.5,12.5
988,MSS377,7,2006,62873598,1,0,0,UnicornBasin,7/19/06,38917,54,M,16,15
1403,CBS7028,10,2007,62873598,1,0,1.917496,UnicornBasin,6/26/07,39259,57.6,M,21,20
245,CBS204,2,2004,62877093,1,0,0,UnicornBasin,8/9/04,38208,NA,NA,NA,20
75,CBS070,1,2004,62877294,3,0,0.038261067,UnicornBasin,7/6/04,38174,55.8,F,20,16
260,CBS219,2,2004,62877294,3,1,209.0895357,UnicornBasin,8/9/04,38208,55.2,F,29.5,20
892,CBS824,6,2005,90017870,1,0,0,UnicornBasin,10/9/05,38634,56.7,M,20.5,8
972,MSS361,7,2006,90017870,1,0,22.03,UnicornBasin,7/19/06,38917,57,M,17,12.5
1153,NRS051,8,2006,90017870,1,1,2.020289856,UnicornBasin,8/23/06,38952,56,M,20,16.5
2101,MTS8091,15,2008,91043290,1,0,0,UnicornBasin,10/9/08,39730,47.9,F,16.5,11.5
2100,MTS8090,15,2008,91076639,1,0,14.824,UnicornBasin,10/9/08,39730,47.5,M,13,11.5
2099,MTS8089,15,2008,91310575,1,0,12.192,UnicornBasin,10/9/08,39730,46.9,M,12.5,11.5
2102,MTS8092,15,2008,91594024,1,0,4.856,UnicornBasin,10/9/08,39730,49,F,15.5,11.5
895,CBS827,6,2005,92029304,1,0,180.304,UnicornBasin,10/9/05,38634,57.3,M,28,8
1133,NRS032,8,2006,92029304,1,1,1.839136228,UnicornBasin,8/23/06,38952,60,M,24,15
1359,NRS083,9,2006,92029304,1,0,0,UnicornBasin,9/24/06,38984,57.5,M,NA,NA
1858,CBS8138,13,2008,92029304,1,0,8.952,UnicornBasin,7/19/08,39648,60.4,M,24,NA
1400,CBS7025,10,2007,92035340,1,0,3.575984,UnicornBasin,6/26/07,39259,51.9,F,17,20
966,MSS355,7,2006,92054858,1,0,0,UnicornBasin,7/19/06,38917,47,M,10,12.5
775,MSS152,5,2005,92071555,3,0,33.311632,UnicornBasin,9/25/05,38620,53.9,M,23,NA
1172,NRS070,8,2006,92071555,3,0,0,UnicornBasin,8/23/06,38952,57,M,20,17.5
2107,MTS8102,15,2008,92071555,1,0,28.904,UnicornBasin,10/9/08,39730,58.8,M,24,11.5
894,CBS826,6,2005,92074563,1,0,0,UnicornBasin,10/9/05,38634,58.7,M,24,8
1530,CBS7158,11,2007,92074563,1,0,3.255904,UnicornBasin,8/28/07,39322,57.3,M,NA,18
912,CBS844,6,2005,92093856,1,0,113.008,UnicornBasin,10/9/05,38634,63.4,F,30,8
1529,CBS7157,11,2007,92093856,1,0,0,UnicornBasin,8/28/07,39322,65.3,F,NA,18
1420,CBS7045,10,2007,92100296,1,0,17.12928,UnicornBasin,6/26/07,39259,52.7,M,18,20
1844,CBS8124,13,2008,92100296,1,0,143.984,UnicornBasin,7/19/08,39648,56.8,M,20,21.6
1405,CBS7030,10,2007,92108566,1,0,6.588048,UnicornBasin,6/26/07,39259,52.8,M,18,20
1408,CBS7033,10,2007,92115050,1,0,6.22424,UnicornBasin,6/26/07,39259,51.1,M,14,20
902,CBS834,6,2005,92256115,1,0,95.728,UnicornBasin,10/9/05,38634,59.2,F,24,8
983,MSS372,7,2006,92256115,1,0,0,UnicornBasin,7/19/06,38917,63,F,21.5,12.5
1169,NRS067,8,2006,92256115,1,0,0,UnicornBasin,8/23/06,38952,58,F,23.5,17.5
880,CBS812,6,2005,92260047,1,0,29.10512,UnicornBasin,10/9/05,38634,56.5,M,19,8
1407,CBS7032,10,2007,92260047,1,0,47.73512,UnicornBasin,6/26/07,39259,61,M,22,20
897,CBS829,6,2005,92268614,1,0,34.68936,UnicornBasin,10/9/05,38634,56.6,F,28,8
975,MSS364,7,2006,92268614,1,0,0,UnicornBasin,7/19/06,38917,59,F,24,12.5
1156,NRS054,8,2006,92268614,1,1,10.34383177,UnicornBasin,8/23/06,38952,60,F,23.5,16.5
1363,NRS087,9,2006,92268614,1,0,5.762856,UnicornBasin,9/24/06,38984,59.6,F,NA,NA
874,CBS806,6,2005,92289566,1,0,51.97392,UnicornBasin,10/9/05,38634,55.8,M,18,8
980,MSS369,7,2006,92289566,1,0,180.7328,UnicornBasin,7/19/06,38917,58,M,18,12.5
910,CBS842,6,2005,92311103,1,0,18.43496,UnicornBasin,10/9/05,38634,53.1,M,18,8
1136,NRS034,8,2006,92311103,1,0,0,UnicornBasin,8/23/06,38952,55,M,18,16.5
1412,CBS7037,10,2007,92311103,1,0,5.498928,UnicornBasin,6/26/07,39259,54.1,M,18,20
1824,CBS8104,13,2008,92311103,1,0,0,UnicornBasin,7/19/08,39648,56.6,M,20.5,21.6
774,MSS151,5,2005,92329520,3,0,0,UnicornBasin,9/25/05,38620,55,F,25.5,NA
907,CBS839,6,2005,92329520,1,0,81.4112,UnicornBasin,10/9/05,38634,58.4,F,26,8
1347,NRS071,9,2006,92329520,1,0,247.204,UnicornBasin,9/24/06,38984,57.5,F,NA,NA
1404,CBS7029,10,2007,92329520,1,0,0,UnicornBasin,6/26/07,39259,56.8,F,22,20
770,MSS147,5,2005,92373375,3,0,164.9568,UnicornBasin,9/25/05,38620,55.1,F,25,NA
1969,CBS8249,14,2008,92450858,1,0,0.48,UnicornBasin,8/25/08,39685,64,F,29,21.6
772,MSS149,5,2005,92525800,3,0,0.001951504,UnicornBasin,9/25/05,38620,58,F,25,NA
1157,NRS055,8,2006,92525800,3,0,0.960122667,UnicornBasin,8/23/06,38952,65,F,20,17.5
778,MSS155,5,2005,92529039,3,0,15.19197333,UnicornBasin,9/25/05,38620,54.5,M,34,NA
1354,NRS078,9,2006,92529039,1,0,33.52712,UnicornBasin,9/24/06,38984,65.2,M,NA,NA
773,MSS150,5,2005,92537317,3,0,6.316016,UnicornBasin,9/25/05,38620,65,F,35,NA
890,CBS822,6,2005,92537317,1,0,11.31912,UnicornBasin,10/9/05,38634,68.3,F,32,8
1364,NRS088,9,2006,92537317,1,0,189.5288,UnicornBasin,9/24/06,38984,61.1,F,NA,NA
1402,CBS7027,10,2007,92537317,1,0,55.19744,UnicornBasin,6/26/07,39259,63.5,F,32,20
1603,NU24,12,2007,92537317,1,0,0,UnicornBasin,9/17/07,39342,61.5,F,NA,NA
771,MSS148,5,2005,92560121,3,0,199.7082667,UnicornBasin,9/25/05,38620,59,F,31,NA
906,CBS838,6,2005,92560121,1,0,11.89888,UnicornBasin,10/9/05,38634,67.4,F,35,8
1367,NRS091,9,2006,92560121,1,0,6.423096,UnicornBasin,9/24/06,38984,62.7,F,NA,NA
1410,CBS7035,10,2007,92560121,1,0,35.29616,UnicornBasin,6/26/07,39259,64.7,F,29,20
1399,CBS7024,10,2007,92562597,1,0,1.52004,UnicornBasin,6/26/07,39259,58,M,22,20
1615,NU8,12,2007,92562597,1,0,11.91128,UnicornBasin,9/17/07,39342,56.7,M,NA,NA
891,CBS823,6,2005,92576087,1,0,9.81264,UnicornBasin,10/9/05,38634,62.4,F,26,8
899,CBS831,6,2005,92582358,1,0,0,UnicornBasin,10/9/05,38634,60.8,F,23,8
1523,CBS7151,11,2007,92582358,1,0,0,UnicornBasin,8/28/07,39322,61,F,NA,18
914,CBS846,6,2005,92618571,1,0,96.5232,UnicornBasin,10/9/05,38634,59.9,M,28,8
1162,NRS060,8,2006,92618571,1,0,0,UnicornBasin,8/23/06,38952,55,M,24,17.5
1350,NRS074,9,2006,92618571,1,0,0,UnicornBasin,9/24/06,38984,55.5,M,NA,NA
1521,CBS7149,11,2007,92618571,1,0,0,UnicornBasin,8/28/07,39322,56.3,M,27,18
2111,MTS8106,15,2008,92618571,1,0,253.592,UnicornBasin,10/9/08,39730,61.1,M,33,11.5
882,CBS814,6,2005,92635350,1,0,31.68224,UnicornBasin,10/9/05,38634,53.3,M,22,8
1152,NRS050,8,2006,92635350,1,0,0,UnicornBasin,8/23/06,38952,59,M,18,16.5
1369,NRS093,9,2006,92635350,1,0,3.199728,UnicornBasin,9/24/06,38984,54.2,M,NA,NA
1415,CBS7040,10,2007,92635350,1,0,80.28,UnicornBasin,6/26/07,39259,58.5,M,19,20
1520,CBS7148,11,2007,92635350,1,0,9.17928,UnicornBasin,8/28/07,39322,56.9,M,25,18
1836,CBS8116,13,2008,92635350,1,0,0.048,UnicornBasin,7/19/08,39648,56,F,20.5,21.6
1981,CBS8261,14,2008,92635350,1,0,252.536,UnicornBasin,8/25/08,39685,57.8,M,23.5,21.6
896,CBS828,6,2005,92775886,1,0,25.00368,UnicornBasin,10/9/05,38634,56.7,F,22,8
1146,NRS044,8,2006,92775886,1,1,0.136517844,UnicornBasin,8/23/06,38952,55,F,18,16.5
911,CBS843,6,2005,92779874,1,0,0,UnicornBasin,10/9/05,38634,63.4,F,33,8
1964,CBS8244,14,2008,92779874,1,0,16.104,UnicornBasin,8/25/08,39685,64.8,F,36.5,21.6
2078,MTS8068,15,2008,92779874,1,0,28.592,UnicornBasin,10/9/08,39730,63.9,F,35,11.5
1417,CBS7042,10,2007,92791323,1,0,125.224,UnicornBasin,6/26/07,39259,65.1,M,25,20
1610,NU30,12,2007,92791323,1,0,2.163072,UnicornBasin,9/17/07,39342,64,M,NA,NA
915,CBS847,6,2005,92792097,1,0,22.90936,UnicornBasin,10/9/05,38634,62.4,F,31,8
913,CBS845,6,2005,92792595,1,0,0,UnicornBasin,10/9/05,38634,49.9,M,16,8
1138,NRS036,8,2006,92792595,1,0,0,UnicornBasin,8/23/06,38952,58,M,14.5,16.5
1970,CBS8250,14,2008,92792595,1,0,477.976,UnicornBasin,8/25/08,39685,52.7,M,20.5,21.6
776,MSS153,5,2005,92795280,3,0,0,UnicornBasin,9/25/05,38620,52,M,19,NA
883,CBS815,6,2005,92795280,1,0,100.844,UnicornBasin,10/9/05,38634,55.6,M,16,8
1411,CBS7036,10,2007,92795280,1,0,20.45808,UnicornBasin,6/26/07,39259,57.2,M,17,20
1819,CBS8099,13,2008,92795280,1,0,166.888,UnicornBasin,7/19/08,39648,55.1,M,20,21.6
